relevance,stance,frame_choice,frame_healthcare,frame_access,frame_race,frame_class,frame_life_fetus,frame_religious_moral,frame_health_impact,attack_abortion_opponent,attack_abortion_supporter,legal_policy,vote_mobilization,advocacy,care_recognition,care_responsibility,care_action,care_responsive,personal_experience,experience_type,institution,institution_text,institution_distrust
1,1,1,0,1,0,0,NA,NA,NA,0,NA,1,0,0,1,0,1,0,0,NA,6,"""Planned Parenthood""",NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,1,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,1,0,0,0,0,0,0,NA,3,"""Wisconsin""",0
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,1,0,0,0,0,0,0,0,NA,3,"""Texas""",1
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,1,0,0,0,0,0,NA,0,NA,NA
0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,0,0,0,0,NA,NA,NA,0,NA,1,1,0,0,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,1,0,0,0,0,NA,0,NA,NA
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,NA
1,2,NA,NA,NA,NA,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,NA,1,"""SCOTUS""",0
1,2,NA,NA,NA,NA,NA,0,1,0,NA,0,0,0,0,0,0,0,0,0,NA,1,"""RoeVWade""",0
1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,1,"""RoeVWade""",0
1,1,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,3,"""Kansas""",1
